col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99
0.097094,1.1133,45.038000000000004,0.88184,0.087009,1.041,1.5486,3.498,1.8578,0.0096729,4.5162,2.4716,0.07962999999999999,4.0896,1.6902,0.9154700000000001,0.09118899999999999,1.4153,3.1192,0.006018600000000001,0.014375,0.037306,0.61815,0.055585,0.010740000000000001,3.0279,1.8636,0.014393000000000001,0.21286,2.5653,0.1559781018434784,0.028234,0.040381,0.065676,0.79874,6.0681,1.3486,0.78914,0.48925,0.044965,3.6954,1.6518,0.13263977532423216,2.0031,1.6097,4.2557,0.016952000000000002,1.6888,0.070763,0.028963,3.469,0.04013,0.6509999999999999,0.076915,0.82981,2.6242,0.0077223,1.9591,0.09177300000000001,0.0014508,0.062135,0.097433,0.081459,0.08960499999999999,0.019517,0.39503,2.201,3.6572,0.022237,0.042535,4.525,0.16949,0.6723100000000001,0.052349,4.6379,0.012962000000000001,0.019132,4.5504,0.005637,0.26957,3.5743,0.040547,3.4724,0.0049949,0.023048,1.916,0.77773,0.032171,0.36829047627427586,0.041627,0.076209,3.6654,0.061607,0.0031605,0.036038,0.0845,2.4517,3.3373,0.065201,0.091158
0.050086,0.11158,94.08,1.765,0.089417,4.8047,0.26742,2.5522227084048046,0.5647300000000001,0.035123,1.4827,2.5929,0.22398,3.9993,3.4247,1.7945,0.070337,0.7135,1.1426,0.018661,0.06512000000000001,0.08113200000000001,2.521710615384616,0.060869000000000006,0.083399,2.1228,0.73517,0.096963,0.011054999999999999,3.951,0.09111,0.018081,0.038182,0.017668,0.91469,41.013999999999996,3.707,2.0693,4.9571,0.016031999999999998,4.3729,3.2356,0.09268799999999999,0.22587,6.3327,2.5621,0.0305,4.1712,0.043128,1.8959,0.19075999999999999,0.049980000000000004,0.96831,0.095265,4.9342,3.6403,0.085841,2.5845,0.038742,0.00031918,0.052713,0.019645,0.094237,0.036511,0.07117899999999999,0.23586,4.0732,1.2444,0.094579,0.9319799999999999,2.3565,0.82129,0.049131,0.027010000000000003,1.8648,0.011165000000000001,0.048431999999999996,0.7312,0.099694,0.16896,1.6389,2.7395,0.55716,0.070742,0.022588999999999998,1.6064,3.0345,0.063698,0.95168,0.065822,0.054712000000000004,4.1687,0.075432,0.010869,0.063972,0.07989199999999999,1.9795,3.5064,0.072132,0.09195
0.088447,2.3634,5.058,0.14436,0.06454700000000001,2.444,4.2545,0.36506,1.8609,0.009759299999999999,3.5075,3.6126,0.019719999999999998,2.2723,1.1937,1.0369,0.086313,1.5003,2.3868,0.052785000000000006,0.08795,0.067695,1.466,0.024131,0.035304,1.445,3.839,0.0003252,0.092129,4.7438,0.033201999999999995,0.083371,0.014163,0.055090999999999994,5.0602,1.0771,0.0039658,4.0361,2.4384624853195187,0.019126,1.9285,0.7764300000000001,0.018482,4.5763,1.0067,1.5745,0.0547,0.34146,0.048967000000000004,0.01956,2.0155,0.07207999999999999,0.087619,0.094343,3.9453,0.5248,0.08240800000000001,1.3841,0.032529,0.02405,0.00099099,0.06766,0.023938,0.090783,0.0033420000000000004,2.9558,3.8611,3.7686,0.071469,0.089305,1.7302,3.7683,0.047478,0.09046599999999999,5.0165,0.08860900000000001,0.0036006,1.0453,0.032310000000000005,0.090294,5.0259,0.081161,1.0509,0.015816,20.088,1.07,4.3468,0.061113,0.07322200000000001,0.098675,0.017203,4.5613,0.046505,0.09412143012110734,0.084066,0.064829,3.3087,2.9969,0.064328,0.036793
0.77254,0.5946899999999999,290.5945546551723,0.97515,0.015987,0.52884,1.4884,3.9610000000000003,4.8063,0.048617,2.7212,2.5029,0.023355,4.5088,3.1327,3.8627,0.090923,4.3838,2.1928,0.026211,0.09907300000000001,0.019688999999999998,2.2198,0.042799000000000004,0.037704,4.1482,4.0718,0.017883,0.092244,3.6523,0.010751,0.055596000000000007,0.015418000000000001,0.093861,0.9427200000000001,1.0224,7.5641,2.6595,1.4756,0.7720899999999999,2.9316,1.8214,0.036775,3.8538,1.0653,2.6274384408233273,0.039,4.5147,0.088371,0.09890399999999999,4.1317,0.020435,0.36422,0.049476,0.405,3.1788,0.040688,2.2262,0.050689,0.0055853000000000005,0.087453,0.022281,0.041949,0.022086,0.0082986,2.9410000000000003,0.98445,0.91658,0.050185,0.040575,1.5254,1.2796,0.014322999999999999,0.0049586000000000005,0.9157,0.019139,0.28521723409793825,3.4943,0.081137,0.016771,0.13016,1.0637,4.9441,0.377,0.041079000000000004,1.5943,4.6241,0.40708,0.051634000000000006,0.057662,0.022890999999999998,0.12832000000000002,0.065028,0.036862,0.01001,0.020709,2.5237,2.1711,0.08086499999999999,0.081553
0.38240999999999997,4.8109,1955.1,0.4605,0.024453,2.0298,3.7403,4.2281,2.4292,0.15683,4.6799,1.2061,0.16047999999999998,4.3383,1.7294,4.1555,0.0042596000000000005,4.925,4.3986,0.07082100000000001,0.034121,0.087522,0.17924,0.097594,0.31043000000000004,5.0021,0.79369,0.10047,0.13413,3.0778,0.053728,0.066446,0.39144,0.028428,3.1873,181.06,2.7944,2.565918901893287,1.3476,0.6469,4.6828,3.8963,0.07296,0.6109,3.3776,0.29307,0.083117,4.0029,0.3698,0.39721999999999996,4.2858,0.1265081125172414,0.066497,0.75469,2.8442,3.9069,0.06654700000000001,3.6738,0.093712,0.026305000000000002,0.18615,0.049486,0.042992,0.25642,0.29486,1.287,0.80866,0.42315,0.094649,0.21758000000000002,2.7112,2.147,0.43017,0.042579,2.5326296058519797,0.043946,0.06705,4.9796,0.061702999999999994,0.47857,1.7065,1.4378,3.8289999999999997,0.40563,0.825020162295848,1.6429,4.7505,0.37756,0.52042,0.038938,0.032050999999999996,4.3701,1.0011,0.06575,0.043547,0.62943,4.6262,3.1947,0.18213625454388982,0.18717999999999999
0.081316,4.8415,4.0507,2.4832,0.05899,2.3794,1.6127,2.0422,1.6571,0.039376999999999995,0.65003,2.4241,0.08392100000000001,3.2717,1.2791,0.7671100000000001,0.077046,4.0043,4.4889,0.017876,0.034194,0.051383000000000005,0.10942,0.033228,0.073198,3.8304,0.97449,0.031858,0.064099,4.537,0.031019,0.054224,0.059163,0.0089454,2.3442,1.0859999999999999,0.039963,1.4863,0.71081,0.09704,3.4237,1.3726,0.079467,2.1721,1.0799,1.646,0.031722,4.0762,0.06626599999999999,0.022077,0.7520100000000001,0.037699,0.08681900000000001,0.089568,2.5299278526863054,2.4755,0.09891799999999999,2.8581,0.068503,0.038058,0.058369000000000004,0.053831,0.042402999999999996,0.037323,0.059348000000000005,3.7692,2.3673,2.4747,0.028761000000000002,0.013585,0.75453,1.3013,0.0023164,0.00059529,3.5942,0.023379,0.0032719999999999997,0.9659200000000001,0.025424000000000002,0.092793,2.6938,0.096934,0.26088,0.063095,0.024237,1.8117,0.72178,0.041385000000000005,0.033927,0.091891,0.018918,2.6804,0.076524,0.082756,0.041953,0.018092,3.3041,0.1922,0.0326,0.050172
0.34255,4.6142,113.04,3.8146,0.091538,3.8595,4.0823,3.2032,0.33432,0.12793330268502584,2.4665,3.8832,0.018945,4.0627,2.1725,3.9042,0.071203,0.14499,2.1659,0.14079849183074264,0.095252,0.081748,4.2305,0.097499,0.07646599999999999,2.3886,3.4396,0.01045,0.07338099999999999,2.5891,0.07169400000000001,0.3024,3.0119,0.097551,4.4771,6.0602,1.8336,0.33248,3.5626,0.083938,0.17094,3.6866,0.034488,0.45433999999999997,1.3991,3.0712,0.042932,0.28876999999999997,0.062102,0.6080399999999999,4.1063,0.0088541,0.0020369,0.047594,4.9813,2.1336,0.011956999999999999,1.4981,0.033686,0.067399,0.34152,0.07486,0.0038964,0.31218,0.028063,1.8407,4.4668,2.5225261470588234,0.096612,0.092169,1.5806,2.0211,0.049687,0.089627,0.6471100000000001,0.012052,0.027257,2.4802,0.030525,0.051273,0.31127,1.7897,2.088,0.33194,0.06777799999999999,4.166,2.2319999999999998,0.028801,0.021832,0.023663,0.023846,0.29736,0.37935,0.093512,0.039643,0.060911,2.5381553510273966,2.5706,0.6069,0.077055
0.049838,4.0359,8.0746,1.5438,0.040897,0.81835,0.28491,1.5185,1.5290000000000001,0.074566,4.3402,0.49733999999999995,0.087516,3.8882,4.2013,1.3878,0.094243,4.8753,3.5087,2.7748,0.046981,0.078331,3.4852,0.078835,0.090007,2.4382,4.735,0.038125,0.09105099999999999,1.0914,0.029882,0.034804,0.043470999999999996,0.054963,2.5681009312714775,1.0531,2.8219,4.293,0.29139,0.073741,4.3436,0.078002,0.02839,0.52277,1.0631,3.2455,0.021016,4.9466,0.0035603,0.07258400000000001,0.63176,0.047343,2.8193,0.095574,1.3028,0.43253,0.061403,3.1504,0.08076900000000001,0.031382,0.080937,0.0029938000000000005,0.17600120647359438,0.099077,0.045423000000000005,1.8192,1.7047,3.985,0.07878500000000001,0.023104,2.5835073252595127,2.4325,0.07914700000000001,0.096823,4.7721,0.00031779999999999997,0.052675,3.9053,0.06819800000000001,0.08958300000000001,1.723,0.018418,1.8512,0.070546,0.036012999999999996,1.8112,2.9682,0.0066286999999999995,0.06066799999999999,0.0945,0.085909,0.8943,0.0077068,0.026541000000000002,0.065785,0.022392,3.5761,1.7381,0.03402,0.1523122425592334
1.0253,4.1172,219.04,3.6678,0.052316999999999995,1.8117,3.3098,4.3716,0.9135700000000001,0.087291,4.9379,4.3024,0.23484000000000002,1.1984,2.2277,0.6634899999999999,0.046612,2.4737,0.64671,0.07575499999999999,0.025146,0.096348,1.5621,0.054147,1.4901,4.5582,1.4327,0.078279,0.09079,4.3155,1.0203,0.01594,0.5403399999999999,0.040767000000000005,3.8203,91.01700000000001,4.2844,2.0849,2.0914,0.5648526101877135,2.550649690846286,1.0645,0.09965399999999999,3.2893,5.9623,0.17328,0.073774,0.58992,0.047049,0.011994,4.2033,0.020683,0.50972,0.05715599999999999,3.5209,0.56957,0.0080307,2.6126,0.05246699999999999,0.022472,0.069191,0.027144,0.0084606,0.9643299999999999,0.095773,5.0023,1.5731,1.556,0.5066,0.052048000000000004,2.2375,4.8634,0.09568,0.038785,4.6785,0.094968,0.039674,4.6567,0.016612000000000002,1.3126,1.7062,0.9561200000000001,1.7213,0.47273999999999994,0.057662,3.3863,2.2956,0.084613,0.040585,0.092954,0.044287,2.8245,0.056466999999999996,0.08459,0.015977,0.046778,3.3316,3.071,0.064858,0.074024
0.8652299999999999,4.5402,222.02,4.7676,0.078386,4.1037,4.3763,0.31085999999999997,1.1213,0.047399000000000004,0.45852,1.5558,0.10335,0.11765999999999999,2.9016,2.7971,0.045531,3.6021,3.6335,0.040449,0.08867799999999999,0.050553,0.43032,0.049852999999999995,0.094987,0.086243,3.6177,0.045066,0.099385,4.5637,0.01966,0.082464,0.19062591890016925,0.067122,3.2376,20.035999999999998,1.5932,1.6139,2.0095,0.41691000000000006,1.9809,4.2545,0.037334,0.10339000000000001,4.2081,0.56979,0.18114722012244902,0.72755,0.067925,0.0069071,4.2611,0.043691,0.035949,0.7965,4.1493,4.0432,0.0033243,4.1516,0.10303191991438367,0.050189,0.070164,0.08416799999999999,0.09867999999999999,1.1911,0.094224,3.258,4.3276,4.1059,0.0076574,0.014334,4.9787,3.5359,0.022399000000000002,0.06501,4.1286,0.058357000000000006,0.055522,3.9275,0.087423,0.033213,1.6175,2.0015,3.4536,0.037385,0.030983999999999998,2.4792,4.7347,0.005874,0.82683,0.002991,0.08359,2.5416,0.022068,0.029626,0.08978,0.038672000000000005,2.3476,3.5032,0.0088744,0.017785
